NOMBRE;ESTADO;MASA;DESCUBRIMIENTO;ACTUALIZACION;ESTADO_PUBLICACION;TIPO_DETECCION;RA;DEC;DISTANCIA_ESTRELLA;MASA_ESTRELLA
Kepler-18 c;Confirmed;0.054116981;2011;11/05/2013;Published in a refereed paper;Primary Transit;298.0791667;44.7463889;372.25;0.972
Kepler-18 d;Confirmed;0.051285278;2011;11/05/2013;Published in a refereed paper;Primary Transit;298.0791667;44.7463889;357.5;0.972
Kepler-180 b;Confirmed;0.050273867;2014;3/06/2014;Announced on a website;Primary Transit;295.5713501;49.774586;342.75;0.84
Kepler-180 c;Confirmed;0.049262456;2014;3/06/2014;Announced on a website;Primary Transit;295.5713501;49.774586;328;0.84
Kepler-181 b;Confirmed;0.048251045;2014;3/06/2014;Announced on a website;Primary Transit;296.1513977;50.095806;313.25;0.94
Kepler-181 c;Confirmed;0.047239634;2014;3/06/2014;Announced on a website;Primary Transit;296.1513977;50.095806;298.5;1.04
Kepler-182 b;Confirmed;0.046228222;2014;3/06/2014;Announced on a website;Primary Transit;289.8301086;50.586246;283.75;1.14
Kepler-182 c;Confirmed;0.045216811;2014;3/06/2014;Announced on a website;Primary Transit;289.8301086;50.586246;269;1.14
Kepler-183 b;Confirmed;0.0442054;2014;3/06/2014;Announced on a website;Primary Transit;293.5308533;39.315899;254.25;1.081666667
Kepler-183 c;Confirmed;0.043193989;2014;3/06/2014;Announced on a website;Primary Transit;293.5308533;39.315899;239.5;1.023333333
Kepler-184 b;Confirmed;0.042182578;2014;3/06/2014;Announced on a website;Primary Transit;291.9519044;43.074715;224.75;0.965
Kepler-184 c;Confirmed;0.041171167;2014;3/06/2014;Announced on a website;Primary Transit;291.9519044;43.074715;210;0.906666667
Kepler-184 d;Confirmed;0.040159756;2014;3/06/2014;Announced on a website;Primary Transit;291.9519044;43.074715;195.25;0.848333333
Kepler-185 b;Confirmed;0.039148345;2014;3/06/2014;Announced on a website;Primary Transit;282.4681092;43.889915;180.5;0.79
Kepler-185 c;Confirmed;0.038136933;2014;3/06/2014;Announced on a website;Primary Transit;282.4681092;43.889915;165.75;0.79
Kepler-186 b;Confirmed;0.037125522;2014;3/06/2014;Announced on a website;Primary Transit;298.6527099;43.955017;151;0.478
Kepler-186 c;Confirmed;0.036114111;2014;3/06/2014;Announced on a website;Primary Transit;298.6527099;43.955017;151;0.478
Kepler-186 d;Confirmed;0.0351027;2014;3/06/2014;Announced on a website;Primary Transit;298.6527099;43.955017;151;0.478
Kepler-186 e;Confirmed;0.034091289;2014;3/06/2014;Announced on a website;Primary Transit;298.6527099;43.955017;151;0.478
Kepler-186 f;Confirmed;0.033079878;2014;4/18/2014;Published in a refereed paper;Primary Transit;298.6527099;43.955017;151;0.478
Kepler-187 b;Confirmed;0.032068467;2014;3/06/2014;Announced on a website;Primary Transit;299.7964478;44.089306;154.8611111;0.85
Kepler-187 c;Confirmed;0.031057056;2014;3/06/2014;Announced on a website;Primary Transit;299.7964478;44.089306;158.7222222;0.85
Kepler-188 b;Confirmed;0.030045644;2014;3/06/2014;Announced on a website;Primary Transit;281.2797242;44.315533;162.5833333;0.83
Kepler-188 c;Confirmed;0.029034233;2014;3/06/2014;Announced on a website;Primary Transit;281.2797242;44.315533;166.4444444;0.81
Kepler-189 b;Confirmed;0.028022822;2014;3/06/2014;Announced on a website;Primary Transit;287.5647278;44.305004;170.3055556;0.79
Kepler-189 c;Confirmed;0.027011411;2014;3/06/2014;Announced on a website;Primary Transit;287.5647278;44.305004;174.1666667;0.79
Kepler-19 b;Confirmed;0.026;2011;8/09/2017;Published in a refereed paper;Primary Transit;290.4208333;37.8516667;178.0277778;0.936
Kepler-19 c;Confirmed;0.0412;2011;8/09/2017;Published in a refereed paper;Other;290.4208333;37.8516667;181.8888889;0.936
Kepler-19 d;Confirmed;0.0708;2017;3/22/2017;Published in a refereed paper;Radial Velocity;290.4208333;37.8516667;185.75;0.936
Kepler-190 b;Confirmed;0.067968421;2014;3/06/2014;Announced on a website;Primary Transit;288.5840454;44.733799;189.6111111;0.84
Kepler-190 c;Confirmed;0.065136842;2014;3/06/2014;Announced on a website;Primary Transit;288.5840454;44.733799;193.4722222;0.84
Kepler-191 b;Confirmed;0.062305263;2014;3/06/2014;Announced on a website;Primary Transit;291.1833801;45.323177;197.3333333;0.85
Kepler-191 c;Confirmed;0.059473684;2014;3/06/2014;Announced on a website;Primary Transit;291.1833801;45.323177;201.1944444;0.85
Kepler-191 d;Confirmed;0.056642105;2016;5/12/2016;Announced on a website;Primary Transit;291.1833801;45.323177;205.0555556;0.85
Kepler-192 b;Confirmed;0.053810526;2014;3/06/2014;Announced on a website;Primary Transit;287.9179383;45.592876;208.9166667;0.854705882
Kepler-192 c;Confirmed;0.050978947;2014;3/06/2014;Announced on a website;Primary Transit;287.9179383;45.592876;212.7777778;0.859411765
Kepler-192 d;Confirmed;0.048147368;2016;5/12/2016;Announced on a website;Primary Transit;287.9179383;45.592876;216.6388889;0.864117647
Kepler-193 b;Confirmed;0.045315789;2014;3/06/2014;Announced on a website;Primary Transit;296.4985962;46.577244;220.5;0.868823529
Kepler-193 c;Confirmed;0.042484211;2014;3/06/2014;Announced on a website;Primary Transit;296.4985962;46.577244;224.3611111;0.873529412
Kepler-194 b;Confirmed;0.039652632;2014;3/06/2014;Announced on a website;Primary Transit;291.9714356;47.864174;228.2222222;0.878235294
Kepler-194 c;Confirmed;0.036821053;2014;3/06/2014;Announced on a website;Primary Transit;291.9714356;47.864174;232.0833333;0.882941176
Kepler-194 d;Confirmed;0.033989474;2014;3/06/2014;Announced on a website;Primary Transit;291.9714356;47.864174;235.9444444;0.887647059
Kepler-195 b;Confirmed;0.031157895;2014;3/06/2014;Announced on a website;Primary Transit;288.1209717;47.966667;239.8055556;0.892352941
Kepler-195 c;Confirmed;0.028326316;2014;3/06/2014;Announced on a website;Primary Transit;288.1209717;47.966667;243.6666667;0.897058824
Kepler-196 b;Confirmed;0.025494737;2014;3/06/2014;Announced on a website;Primary Transit;284.9685059;42.079205;247.5277778;0.901764706
Kepler-196 c;Confirmed;0.022663158;2014;3/06/2014;Announced on a website;Primary Transit;284.9685059;42.079205;251.3888889;0.906470588
Kepler-197 b;Confirmed;0.019831579;2014;12/18/2015;Announced on a website;Primary Transit;295.2264405;50.559006;255.25;0.911176471
Kepler-197 c;Confirmed;0.017;2014;12/18/2015;Announced on a website;Primary Transit;295.2264405;50.559006;259.1111111;0.915882353
Kepler-197 d;Confirmed;0.0186875;2014;12/18/2015;Announced on a website;Primary Transit;295.2264405;50.559006;262.9722222;0.920588235
Kepler-197 e;Confirmed;0.020375;2014;12/18/2015;Announced on a website;Primary Transit;295.2264405;50.559006;266.8333333;0.925294118
Kepler-198 b;Confirmed;0.0220625;2014;3/06/2014;Announced on a website;Primary Transit;290.6731262;38.69101;270.6944444;0.93
Kepler-198 c;Confirmed;0.02375;2014;3/06/2014;Announced on a website;Primary Transit;290.6731262;38.69101;274.5555556;0.93
Kepler-198 d;Confirmed;0.0254375;2016;5/12/2016;Announced on a website;Primary Transit;290.6731262;38.69101;278.4166667;0.93
Kepler-199 b;Confirmed;0.027125;2014;3/06/2014;Announced on a website;Primary Transit;295.5594177;40.236271;282.2777778;0.924
Kepler-199 c;Confirmed;0.0288125;2014;3/06/2014;Announced on a website;Primary Transit;295.5594177;40.236271;286.1388889;0.918
Kepler-20 b;Confirmed;0.0305;2011;8/26/2016;Published in a refereed paper;Primary Transit;287.7;42.3386111;290;0.912
Kepler-20 c;Confirmed;0.04012;2011;8/26/2016;Published in a refereed paper;Primary Transit;287.7;42.3386111;290;0.912
Kepler-20 d;Confirmed;0.03168;2011;8/26/2016;Published in a refereed paper;Primary Transit;287.7;42.3386111;290;0.912
Kepler-20 e;Confirmed;0.0097;2011;8/26/2016;Published in a refereed paper;Primary Transit;287.7;42.3386111;290;0.912
Kepler-20 f;Confirmed;0.045;2011;8/26/2016;Published in a refereed paper;Primary Transit;287.7;42.3386111;290;0.912
Kepler-20 g;Confirmed;0.0628;2016;8/26/2016;Published in a refereed paper;Other;287.7;42.3386111;290;0.912
Kepler-200 b;Confirmed;0.061;2014;3/06/2014;Announced on a website;Primary Transit;284.4099122;41.237465;283;0.998
Kepler-200 c;Confirmed;0.0592;2014;3/06/2014;Announced on a website;Primary Transit;284.4099122;41.237465;276;1.084
Kepler-201 b;Confirmed;0.0574;2014;3/06/2014;Announced on a website;Primary Transit;293.6260376;41.272827;269;1.17
Kepler-201 c;Confirmed;0.0556;2014;3/06/2014;Announced on a website;Primary Transit;293.6260376;41.272827;262;1.17
Kepler-202 b;Confirmed;0.0538;2014;3/06/2014;Announced on a website;Primary Transit;282.9734192;41.322006;255;1.106666667
Kepler-202 c;Confirmed;0.052;2014;3/06/2014;Announced on a website;Primary Transit;282.9734192;41.322006;248;1.043333333
Kepler-203 b;Confirmed;0.0502;2014;3/06/2014;Announced on a website;Primary Transit;297.0899658;41.388039;241;0.98
Kepler-203 c;Confirmed;0.0484;2014;3/06/2014;Announced on a website;Primary Transit;297.0899658;41.388039;234;0.98
Kepler-203 d;Confirmed;0.0466;2014;3/06/2014;Announced on a website;Primary Transit;297.0899658;41.388039;227;0.98
Kepler-204 b;Confirmed;0.0448;2014;3/06/2014;Announced on a website;Primary Transit;285.3471986;41.761925;220;0.96
Kepler-204 c;Confirmed;0.043;2014;3/06/2014;Announced on a website;Primary Transit;285.3471986;41.761925;213;0.96
Kepler-205 b;Confirmed;0.0412;2014;3/06/2014;Announced on a website;Primary Transit;285.2871093;41.861172;206;0.953333333
Kepler-205 c;Confirmed;0.0394;2014;3/06/2014;Announced on a website;Primary Transit;285.2871093;41.861172;199;0.946666667
Kepler-206 b;Confirmed;0.0376;2014;3/06/2014;Announced on a website;Primary Transit;291.634674;41.833866;192;0.94
Kepler-206 c;Confirmed;0.0358;2014;3/06/2014;Announced on a website;Primary Transit;291.634674;41.833866;185;0.94
Kepler-206 d;Confirmed;0.034;2014;3/06/2014;Announced on a website;Primary Transit;291.634674;41.833866;178;0.94
Kepler-207 b;Confirmed;0.0322;2014;3/06/2014;Announced on a website;Primary Transit;290.0305176;42.16605;171;0.9625
Kepler-207 c;Confirmed;0.0304;2014;3/06/2014;Announced on a website;Primary Transit;290.0305176;42.16605;164;0.985
Kepler-207 d;Confirmed;0.0286;2014;3/06/2014;Announced on a website;Primary Transit;290.0305176;42.16605;157;1.0075
Kepler-208 b;Confirmed;0.0268;2014;3/06/2014;Announced on a website;Primary Transit;293.8901978;42.528008;150;1.03
Kepler-208 c;Confirmed;0.025;2014;3/06/2014;Announced on a website;Primary Transit;293.8901978;42.528008;143;1.03
Kepler-208 d;Confirmed;0.0232;2014;3/06/2014;Announced on a website;Primary Transit;293.8901978;42.528008;136;1.03
Kepler-208 e;Confirmed;0.0214;2014;3/06/2014;Announced on a website;Primary Transit;293.8901978;42.528008;129;1.03
Kepler-209 b;Confirmed;0.0196;2014;3/06/2014;Announced on a website;Primary Transit;291.1695252;42.640812;122;1.133333333
Kepler-209 c;Confirmed;0.0178;2014;3/06/2014;Announced on a website;Primary Transit;291.1695252;42.640812;115;1.236666667
Kepler-21 b;Confirmed;0.016;2011;9/27/2016;Announced on a professional conference;Primary Transit;287.3625;38.7138889;108;1.34
Kepler-210 b;Confirmed;0.019615385;2014;3/14/2014;Published in a refereed paper;Primary Transit;292.5041667;43.08305557;111.1538462;0.63
Kepler-210 c;Confirmed;0.023230769;2014;3/14/2014;Published in a refereed paper;Primary Transit;292.5041667;43.08305557;114.3076923;0.63
Kepler-211 b;Confirmed;0.026846154;2014;3/06/2014;Announced on a website;Primary Transit;285.439148;43.168484;117.4615385;0.97
Kepler-211 c;Confirmed;0.030461538;2014;3/06/2014;Announced on a website;Primary Transit;285.439148;43.168484;120.6153846;0.97
Kepler-212 b;Confirmed;0.034076923;2014;3/06/2014;Announced on a website;Primary Transit;287.6208191;43.141678;123.7692308;1.16
Kepler-212 c;Confirmed;0.037692308;2014;3/06/2014;Announced on a website;Primary Transit;287.6208191;43.141678;126.9230769;1.16
Kepler-213 b;Confirmed;0.041307692;2014;3/06/2014;Announced on a website;Primary Transit;290.8241883;44.647186;130.0769231;0.94
Kepler-213 c;Confirmed;0.044923077;2014;3/06/2014;Announced on a website;Primary Transit;290.8241883;44.647186;133.2307692;0.94
Kepler-214 b;Confirmed;0.048538462;2014;3/06/2014;Announced on a website;Primary Transit;284.7548523;44.956032;136.3846154;0.883333333
Kepler-214 c;Confirmed;0.052153846;2014;3/06/2014;Announced on a website;Primary Transit;284.7548523;44.956032;139.5384615;0.826666667
Kepler-215 b;Confirmed;0.055769231;2014;3/06/2014;Announced on a website;Primary Transit;294.9735108;45.213688;142.6923077;0.77
Kepler-215 c;Confirmed;0.059384615;2014;3/06/2014;Announced on a website;Primary Transit;294.9735108;45.213688;145.8461538;0.77
Kepler-215 d;Confirmed;0.063;2014;3/06/2014;Announced on a website;Primary Transit;294.9735108;45.213688;149;0.77
Kepler-215 e;Confirmed;0.066615385;2014;3/06/2014;Announced on a website;Primary Transit;294.9735108;45.213688;152.1538462;0.77
Kepler-216 b;Confirmed;0.070230769;2014;3/06/2014;Announced on a website;Primary Transit;293.7280578;46.129154;155.3076923;0.786666667
Kepler-216 c;Confirmed;0.073846154;2014;3/06/2014;Announced on a website;Primary Transit;293.7280578;46.129154;158.4615385;0.803333333
Kepler-217 b;Confirmed;0.077461538;2014;3/06/2014;Announced on a website;Primary Transit;293.0377503;46.277508;161.6153846;0.82
Kepler-217 c;Confirmed;0.081076923;2014;3/06/2014;Announced on a website;Primary Transit;293.0377503;46.277508;164.7692308;0.836666667
Kepler-217 d;Confirmed;0.084692308;2016;5/12/2016;Announced on a website;Primary Transit;293.0377503;46.277508;167.9230769;0.853333333
Kepler-218 b;Confirmed;0.088307692;2014;3/06/2014;Announced on a website;Primary Transit;295.4128113;46.266472;171.0769231;0.87
Kepler-218 c;Confirmed;0.091923077;2014;3/06/2014;Announced on a website;Primary Transit;295.4128113;46.266472;174.2307692;0.886666667
Kepler-218 d;Confirmed;0.095538462;2016;5/12/2016;Announced on a website;Primary Transit;295.4128113;46.266472;177.3846154;0.903333333
Kepler-219 b;Confirmed;0.099153846;2014;3/06/2014;Announced on a website;Primary Transit;288.7389831;46.762558;180.5384615;0.92
Kepler-219 c;Confirmed;0.102769231;2014;3/06/2014;Announced on a website;Primary Transit;288.7389831;46.762558;183.6923077;0.936666667
Kepler-219 d;Confirmed;0.106384615;2014;3/06/2014;Announced on a website;Primary Transit;288.7389831;46.762558;186.8461538;0.953333333
Kepler-22 b;Confirmed;0.11;2011;6/11/2013;Published in a refereed paper;Primary Transit;289.2166667;47.8844444;190;0.97
Kepler-220 b;Confirmed;0.108115152;2014;3/06/2014;Announced on a website;Primary Transit;291.5062256;46.895779;192.5757576;0.92
Kepler-220 c;Confirmed;0.106230303;2014;3/06/2014;Announced on a website;Primary Transit;291.5062256;46.895779;195.1515152;0.87
Kepler-220 d;Confirmed;0.104345455;2014;3/06/2014;Announced on a website;Primary Transit;291.5062256;46.895779;197.7272727;0.82
Kepler-220 e;Confirmed;0.102460606;2014;3/06/2014;Announced on a website;Primary Transit;291.5062256;46.895779;200.3030303;0.77
Kepler-221 b;Confirmed;0.100575758;2014;3/06/2014;Announced on a website;Primary Transit;296.6547546;46.83527;202.8787879;0.72
Kepler-221 c;Confirmed;0.098690909;2014;3/06/2014;Announced on a website;Primary Transit;296.6547546;46.83527;205.4545455;0.72
Kepler-221 d;Confirmed;0.096806061;2014;3/06/2014;Announced on a website;Primary Transit;296.6547546;46.83527;208.030303;0.72
Kepler-221 e;Confirmed;0.094921212;2014;3/06/2014;Announced on a website;Primary Transit;296.6547546;46.83527;210.6060606;0.72
Kepler-222 b;Confirmed;0.093036364;2014;3/06/2014;Announced on a website;Primary Transit;287.9060975;46.937767;213.1818182;0.7225
Kepler-222 c;Confirmed;0.091151515;2014;3/06/2014;Announced on a website;Primary Transit;287.9060975;46.937767;215.7575758;0.725
Kepler-222 d;Confirmed;0.089266667;2014;3/06/2014;Announced on a website;Primary Transit;287.9060975;46.937767;218.3333333;0.7275
Kepler-223 b;Confirmed;0.087381818;2014;3/06/2014;Announced on a website;Primary Transit;298.3183595;47.279495;220.9090909;0.73
Kepler-223 c;Confirmed;0.08549697;2014;3/06/2014;Announced on a website;Primary Transit;298.3183595;47.279495;223.4848485;0.7325
Kepler-223 d;Confirmed;0.083612121;2014;3/06/2014;Announced on a website;Primary Transit;298.3183595;47.279495;226.0606061;0.735
Kepler-223 e;Confirmed;0.081727273;2014;3/06/2014;Announced on a website;Primary Transit;298.3183595;47.279495;228.6363636;0.7375
Kepler-224 b;Confirmed;0.079842424;2014;3/06/2014;Announced on a website;Primary Transit;290.9342957;47.357601;231.2121212;0.74
Kepler-224 c;Confirmed;0.077957576;2014;3/06/2014;Announced on a website;Primary Transit;290.9342957;47.357601;233.7878788;0.74
Kepler-224 d;Confirmed;0.076072727;2014;3/06/2014;Announced on a website;Primary Transit;290.9342957;47.357601;236.3636364;0.74
Kepler-224 e;Confirmed;0.074187879;2014;3/06/2014;Announced on a website;Primary Transit;290.9342957;47.357601;238.9393939;0.74
Kepler-225 b;Confirmed;0.07230303;2014;3/06/2014;Announced on a website;Primary Transit;292.1939697;47.457096;241.5151515;0.78
Kepler-225 c;Confirmed;0.070418182;2014;3/06/2014;Announced on a website;Primary Transit;292.1939697;47.457096;244.0909091;0.82
Kepler-226 b;Confirmed;0.068533333;2014;3/06/2014;Announced on a website;Primary Transit;292.3761291;47.880989;246.6666667;0.86
Kepler-226 c;Confirmed;0.066648485;2014;3/06/2014;Announced on a website;Primary Transit;292.3761291;47.880989;249.2424242;0.86
Kepler-226 d;Confirmed;0.064763636;2014;3/06/2014;Announced on a website;Primary Transit;292.3761291;47.880989;251.8181818;0.86
Kepler-227 b;Confirmed;0.062878788;2014;5/09/2014;Announced on a website;Primary Transit;291.9342347;48.141651;254.3939394;0.887777778
Kepler-227 c;Confirmed;0.060993939;2014;5/09/2014;Announced on a website;Primary Transit;291.9342347;48.141651;256.969697;0.915555556
Kepler-228 b;Confirmed;0.059109091;2014;3/06/2014;Announced on a website;Primary Transit;296.2861328;48.224667;259.5454545;0.943333333
Kepler-228 c;Confirmed;0.057224242;2014;3/06/2014;Announced on a website;Primary Transit;296.2861328;48.224667;262.1212121;0.971111111
Kepler-228 d;Confirmed;0.055339394;2014;3/06/2014;Announced on a website;Primary Transit;296.2861328;48.224667;264.6969697;0.998888889
Kepler-229 b;Confirmed;0.053454545;2014;3/06/2014;Announced on a website;Primary Transit;286.9994813;48.375797;267.2727273;1.026666667
Kepler-229 c;Confirmed;0.051569697;2014;3/06/2014;Announced on a website;Primary Transit;286.9994813;48.375797;269.8484848;1.054444444
Kepler-229 d;Confirmed;0.049684848;2014;3/06/2014;Announced on a website;Primary Transit;286.9994813;48.375797;272.4242424;1.082222222
Kepler-23 b;Confirmed;0.0478;2012;11/25/2015;Published in a refereed paper;Primary Transit;294.2166667;49.4791667;275;1.11
